"BehaviorSpace results (NetLogo 6.2.1)"
"Vacunación-Centralidad.nlogo"
"Vacunación-Centralidad"
"05/08/2022 21:44:12:802 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","porc-iniciales","tipo-iniciales","prob-contagio","num-nodos","[step]","infectados"
"2539","9","between","100","600","3","3"
"2540","9","between","100","600","3","4"
"2541","9","between","100","700","1","2"
"2545","9","between","100","700","2","3"
"2542","9","between","100","700","2","2"
"2543","9","between","100","700","1","1"
"2544","9","between","100","700","0","0"
"2546","9","between","100","700","1","1"
"2548","9","between","100","700","0","0"
"2547","9","between","100","700","1","2"
"2549","9","between","100","700","1","1"
"2550","9","between","100","700","1","1"
"2553","9","between","100","800","2","2"
"2552","9","between","100","800","4","4"
"2551","9","between","100","800","1","1"
"2554","9","between","100","800","0","0"
"2555","9","between","100","800","1","1"
"2556","9","between","100","800","0","0"
"2557","9","between","100","800","2","3"
"2558","9","between","100","800","1","1"
"2560","9","between","100","800","2","3"
"2559","9","between","100","800","4","5"
"2562","9","between","100","900","1","1"
"2563","9","between","100","900","1","2"
"2561","9","between","100","900","0","0"
"2564","9","between","100","900","3","3"
"2566","9","between","100","900","0","0"
"2565","9","between","100","900","3","3"
"2567","9","between","100","900","1","2"
"2568","9","between","100","900","1","1"
"2570","9","between","100","900","2","2"
"2569","9","between","100","900","2","3"
"2571","9","between","100","1000","1","1"
"2573","9","between","100","1000","1","2"
"2575","9","between","100","1000","0","0"
"2572","9","between","100","1000","2","2"
"2574","9","between","100","1000","2","2"
"2576","9","between","100","1000","1","1"
"2577","9","between","100","1000","2","3"
"2578","9","between","100","1000","4","4"
"2581","9","close","100","500","2","2"
"2582","9","close","100","500","5","21"
"2583","9","close","100","500","3","4"
"2584","9","close","100","500","3","15"
"2586","9","close","100","500","1","3"
"2585","9","close","100","500","0","0"
"2588","9","close","100","500","4","28"
"2587","9","close","100","500","5","11"
"2589","9","close","100","500","2","2"
"2580","9","between","100","1000","0","0"
"2579","9","between","100","1000","0","0"
"2590","9","close","100","500","1","1"
"2591","9","close","100","600","0","0"
"2594","9","close","100","600","9","150"
"2592","9","close","100","600","2","3"
"2593","9","close","100","600","4","25"
"2595","9","close","100","600","6","26"
"2596","9","close","100","600","2","4"
"2598","9","close","100","600","0","0"
"2597","9","close","100","600","3","5"
"2599","9","close","100","600","6","14"
"2600","9","close","100","600","4","10"
"2602","9","close","100","700","3","5"
"2603","9","close","100","700","5","18"
"2601","9","close","100","700","4","9"
"2604","9","close","100","700","3","4"
"2606","9","close","100","700","0","0"
"2607","9","close","100","700","5","52"
"2605","9","close","100","700","5","30"
"2608","9","close","100","700","4","8"
"2609","9","close","100","700","4","5"
"2610","9","close","100","700","1","2"
"2612","9","close","100","800","3","5"
"2611","9","close","100","800","9","48"
"2614","9","close","100","800","2","4"
"2615","9","close","100","800","0","0"
"2613","9","close","100","800","10","188"
"2617","9","close","100","800","4","22"
"2616","9","close","100","800","8","45"
"2618","9","close","100","800","10","74"
"2619","9","close","100","800","2","2"
"2620","9","close","100","800","1","1"
"2621","9","close","100","900","5","18"
"2622","9","close","100","900","7","48"
"2624","9","close","100","900","5","15"
"2623","9","close","100","900","7","42"
"2625","9","close","100","900","0","0"
"2626","9","close","100","900","10","175"
"2627","9","close","100","900","7","87"
"2628","9","close","100","900","1","1"
"2629","9","close","100","900","0","0"
"2630","9","close","100","900","4","10"
"2631","9","close","100","1000","0","0"
"2634","9","close","100","1000","4","23"
"2633","9","close","100","1000","5","29"
"2632","9","close","100","1000","0","0"
"2641","9","eigen","100","500","4","9"
"2635","9","close","100","1000","10","121"
"2642","9","eigen","100","500","0","0"
"2643","9","eigen","100","500","11","253"
"2644","9","eigen","100","500","12","145"
"2645","9","eigen","100","500","0","0"
"2646","9","eigen","100","500","0","0"
"2647","9","eigen","100","500","7","38"
"2648","9","eigen","100","500","8","46"
"2649","9","eigen","100","500","6","66"
"2650","9","eigen","100","500","3","12"
"2651","9","eigen","100","600","6","50"
"2652","9","eigen","100","600","6","42"
"2654","9","eigen","100","600","0","0"
"2653","9","eigen","100","600","0","0"
"2655","9","eigen","100","600","0","0"
"2656","9","eigen","100","600","1","1"
"2657","9","eigen","100","600","4","14"
"2658","9","eigen","100","600","4","19"
"2659","9","eigen","100","600","2","2"
"2660","9","eigen","100","600","0","0"
"2661","9","eigen","100","700","4","23"
"2662","9","eigen","100","700","6","30"
"2663","9","eigen","100","700","3","6"
"2664","9","eigen","100","700","5","13"
"2665","9","eigen","100","700","1","1"
"2666","9","eigen","100","700","4","21"
"2637","9","close","100","1000","6","25"
"2667","9","eigen","100","700","4","7"
"2668","9","eigen","100","700","9","68"
"2636","9","close","100","1000","4","12"
"2669","9","eigen","100","700","5","43"
"2670","9","eigen","100","700","7","16"
"2671","9","eigen","100","800","2","2"
"2672","9","eigen","100","800","1","2"
"2674","9","eigen","100","800","7","18"
"2673","9","eigen","100","800","1","1"
"2675","9","eigen","100","800","5","44"
"2638","9","close","100","1000","6","40"
"2676","9","eigen","100","800","7","94"
"2677","9","eigen","100","800","0","0"
"2678","9","eigen","100","800","7","93"
"2680","9","eigen","100","800","7","64"
"2679","9","eigen","100","800","5","19"
"2681","9","eigen","100","900","7","137"
"2682","9","eigen","100","900","5","9"
"2684","9","eigen","100","900","8","52"
"2683","9","eigen","100","900","7","28"
"2685","9","eigen","100","900","10","89"
"2687","9","eigen","100","900","4","16"
"2686","9","eigen","100","900","7","91"
"2688","9","eigen","100","900","5","18"
"2689","9","eigen","100","900","6","122"
"2690","9","eigen","100","900","1","1"
"2691","9","eigen","100","1000","7","64"
"2694","9","eigen","100","1000","0","0"
"2692","9","eigen","100","1000","0","0"
"2693","9","eigen","100","1000","3","6"
"2695","9","eigen","100","1000","9","316"
"2701","10","mayorgrado","100","500","3","6"
"2702","10","mayorgrado","100","500","1","2"
"2703","10","mayorgrado","100","500","0","0"
"2696","9","eigen","100","1000","5","27"
"2704","10","mayorgrado","100","500","2","4"
"2705","10","mayorgrado","100","500","2","2"
"2706","10","mayorgrado","100","500","1","1"
"2707","10","mayorgrado","100","500","3","4"
"2708","10","mayorgrado","100","500","2","3"
"2710","10","mayorgrado","100","500","1","1"
"2711","10","mayorgrado","100","600","2","3"
"2712","10","mayorgrado","100","600","1","1"
"2713","10","mayorgrado","100","600","2","2"
"2714","10","mayorgrado","100","600","0","0"
"2715","10","mayorgrado","100","600","1","1"
"2709","10","mayorgrado","100","500","1","1"
"2716","10","mayorgrado","100","600","0","0"
"2697","9","eigen","100","1000","5","11"
"2718","10","mayorgrado","100","600","0","0"
"2719","10","mayorgrado","100","600","2","4"
"2717","10","mayorgrado","100","600","2","2"
"2720","10","mayorgrado","100","600","2","2"
"2721","10","mayorgrado","100","700","1","1"
"2722","10","mayorgrado","100","700","0","0"
"2723","10","mayorgrado","100","700","0","0"
"2725","10","mayorgrado","100","700","0","0"
"2724","10","mayorgrado","100","700","5","15"
"2726","10","mayorgrado","100","700","0","0"
"2728","10","mayorgrado","100","700","2","2"
"2729","10","mayorgrado","100","700","0","0"
"2727","10","mayorgrado","100","700","0","0"
"2732","10","mayorgrado","100","800","0","0"
"2730","10","mayorgrado","100","700","1","1"
"2731","10","mayorgrado","100","800","3","4"
"2733","10","mayorgrado","100","800","2","2"
"2734","10","mayorgrado","100","800","1","1"
"2698","9","eigen","100","1000","5","24"
"2735","10","mayorgrado","100","800","1","1"
"2738","10","mayorgrado","100","800","0","0"
"2737","10","mayorgrado","100","800","2","2"
"2740","10","mayorgrado","100","800","0","0"
"2739","10","mayorgrado","100","800","1","1"
"2741","10","mayorgrado","100","900","1","1"
"2743","10","mayorgrado","100","900","0","0"
"2744","10","mayorgrado","100","900","1","3"
"2742","10","mayorgrado","100","900","0","0"
"2745","10","mayorgrado","100","900","0","0"
"2747","10","mayorgrado","100","900","0","0"
"2746","10","mayorgrado","100","900","0","0"
"2736","10","mayorgrado","100","800","3","3"
"2750","10","mayorgrado","100","900","0","0"
"2749","10","mayorgrado","100","900","1","1"
"2748","10","mayorgrado","100","900","1","1"
"2751","10","mayorgrado","100","1000","1","2"
"2753","10","mayorgrado","100","1000","0","0"
"2754","10","mayorgrado","100","1000","2","2"
"2752","10","mayorgrado","100","1000","2","3"
"2756","10","mayorgrado","100","1000","1","1"
"2758","10","mayorgrado","100","1000","1","1"
"2755","10","mayorgrado","100","1000","0","0"
"2757","10","mayorgrado","100","1000","1","2"
"2759","10","mayorgrado","100","1000","1","1"
"2761","10","random","100","500","8","334"
"2762","10","random","100","500","11","392"
"2760","10","mayorgrado","100","1000","0","0"
"2766","10","random","100","500","0","0"
"2763","10","random","100","500","13","398"
"2765","10","random","100","500","8","359"
"2767","10","random","100","500","14","399"
"2768","10","random","100","500","9","365"
"2769","10","random","100","500","4","9"
"2764","10","random","100","500","11","370"
"2772","10","random","100","600","11","494"
"2773","10","random","100","600","8","296"
"2770","10","random","100","500","14","400"
"2775","10","random","100","600","0","0"
"2771","10","random","100","600","13","425"
"2774","10","random","100","600","11","443"
"2778","10","random","100","600","4","10"
"2779","10","random","100","600","5","16"
"2776","10","random","100","600","12","440"
"2781","10","random","100","700","2","4"
"2777","10","random","100","600","13","484"
"2700","9","eigen","100","1000","8","111"
"2780","10","random","100","600","10","509"
"2785","10","random","100","700","5","15"
"2784","10","random","100","700","13","478"
"2783","10","random","100","700","13","268"
"2782","10","random","100","700","10","255"
"2788","10","random","100","700","11","526"
"2789","10","random","100","700","10","376"
"2790","10","random","100","700","9","573"
"2699","9","eigen","100","1000","1","3"
"2791","10","random","100","800","11","599"
"2792","10","random","100","800","9","552"
"2786","10","random","100","700","10","540"
"2795","10","random","100","800","0","0"
"2793","10","random","100","800","12","567"
"2797","10","random","100","800","11","509"
"2787","10","random","100","700","11","509"
"2796","10","random","100","800","12","620"
"2798","10","random","100","800","9","539"
"2799","10","random","100","800","12","596"
"2800","10","random","100","800","12","509"
"2804","10","random","100","900","4","8"
"2803","10","random","100","900","10","577"
"2794","10","random","100","800","11","474"
"2802","10","random","100","900","13","742"
"2801","10","random","100","900","12","602"
"2806","10","random","100","900","3","4"
"2807","10","random","100","900","2","2"
"2808","10","random","100","900","7","287"
"2810","10","random","100","900","0","0"
"2805","10","random","100","900","10","539"
"2813","10","random","100","1000","3","3"
"2816","10","random","100","1000","0","0"
"2812","10","random","100","1000","11","748"
"2811","10","random","100","1000","11","745"
"2809","10","random","100","900","14","719"
"2817","10","random","100","1000","11","807"
"2815","10","random","100","1000","11","554"
"2818","10","random","100","1000","14","783"
"2819","10","random","100","1000","11","748"
"2814","10","random","100","1000","12","774"
"2820","10","random","100","1000","15","746"
"2825","10","between","100","500","0","0"
"2821","10","between","100","500","2","4"
"2822","10","between","100","500","0","0"
"2824","10","between","100","500","0","0"
"2823","10","between","100","500","1","1"
"2826","10","between","100","500","1","1"
"2639","9","close","100","1000","0","0"
"2827","10","between","100","500","0","0"
"2829","10","between","100","500","0","0"
"2828","10","between","100","500","0","0"
"2830","10","between","100","500","0","0"
"2640","9","close","100","1000","0","0"
"2832","10","between","100","600","0","0"
"2831","10","between","100","600","2","2"
"2834","10","between","100","600","2","4"
"2833","10","between","100","600","0","0"
"2836","10","between","100","600","0","0"
"2835","10","between","100","600","0","0"
"2837","10","between","100","600","0","0"
"2838","10","between","100","600","0","0"
"2839","10","between","100","600","2","2"
"2840","10","between","100","600","0","0"
"2841","10","between","100","700","0","0"
"2842","10","between","100","700","0","0"
"2843","10","between","100","700","0","0"
"2845","10","between","100","700","1","1"
"2844","10","between","100","700","0","0"
"2846","10","between","100","700","1","2"
"2847","10","between","100","700","0","0"
"2848","10","between","100","700","2","2"
"2849","10","between","100","700","1","1"
"2850","10","between","100","700","1","1"
"2851","10","between","100","800","0","0"
"2852","10","between","100","800","0","0"
"2853","10","between","100","800","0","0"
"2854","10","between","100","800","2","3"
"2855","10","between","100","800","0","0"
"2856","10","between","100","800","0","0"
"2857","10","between","100","800","1","1"
"2858","10","between","100","800","3","4"
"2859","10","between","100","800","1","1"
"2860","10","between","100","800","2","2"
"2861","10","between","100","900","2","2"
"2862","10","between","100","900","0","0"
"2863","10","between","100","900","1","1"
"2864","10","between","100","900","0","0"
"2865","10","between","100","900","0","0"
"2866","10","between","100","900","1","1"
"2867","10","between","100","900","1","1"
"2868","10","between","100","900","0","0"
"2869","10","between","100","900","1","1"
"2870","10","between","100","900","1","1"
"2871","10","between","100","1000","2","2"
"2873","10","between","100","1000","0","0"
"2872","10","between","100","1000","2","3"
"2875","10","between","100","1000","0","0"
"2876","10","between","100","1000","0","0"
"2874","10","between","100","1000","0","0"
"2877","10","between","100","1000","1","2"
"2882","10","close","100","500","5","8"
"2881","10","close","100","500","5","20"
"2878","10","between","100","1000","0","0"
"2883","10","close","100","500","8","26"
"2884","10","close","100","500","5","6"
"2880","10","between","100","1000","3","3"
"2886","10","close","100","500","4","9"
"2885","10","close","100","500","0","0"
"2887","10","close","100","500","5","9"
"2879","10","between","100","1000","1","1"
"2889","10","close","100","500","5","15"
"2888","10","close","100","500","0","0"
"2890","10","close","100","500","3","9"
"2892","10","close","100","600","5","24"
"2891","10","close","100","600","6","20"
"2896","10","close","100","600","6","51"
"2895","10","close","100","600","0","0"
"2897","10","close","100","600","5","11"
"2893","10","close","100","600","5","29"
"2898","10","close","100","600","6","35"
"2894","10","close","100","600","8","27"
"2899","10","close","100","600","0","0"
"2900","10","close","100","600","0","0"
"2903","10","close","100","700","6","23"
"2901","10","close","100","700","7","55"
"2905","10","close","100","700","6","39"
"2902","10","close","100","700","3","11"
"2906","10","close","100","700","8","72"
"2904","10","close","100","700","0","0"
"2907","10","close","100","700","7","76"
"2908","10","close","100","700","0","0"
"2910","10","close","100","700","2","2"
"2909","10","close","100","700","9","21"
"2911","10","close","100","800","4","12"
"2912","10","close","100","800","1","1"
"2914","10","close","100","800","0","0"
"2913","10","close","100","800","2","2"
"2915","10","close","100","800","0","0"
"2916","10","close","100","800","0","0"
"2917","10","close","100","800","2","4"
"2918","10","close","100","800","2","3"
"2919","10","close","100","800","2","5"
"2920","10","close","100","800","0","0"
"2921","10","close","100","900","6","68"
"2922","10","close","100","900","0","0"
"2923","10","close","100","900","6","16"
"2925","10","close","100","900","3","6"
"2924","10","close","100","900","5","8"
"2926","10","close","100","900","4","50"
"2927","10","close","100","900","5","23"
"2928","10","close","100","900","6","33"
"2929","10","close","100","900","7","63"
"2930","10","close","100","900","5","18"
"2931","10","close","100","1000","5","30"
"2932","10","close","100","1000","0","0"
"2934","10","close","100","1000","3","4"
"2941","10","eigen","100","500","4","6"
"2935","10","close","100","1000","9","227"
"2942","10","eigen","100","500","8","82"
"2943","10","eigen","100","500","5","23"
"2936","10","close","100","1000","4","13"
"2933","10","close","100","1000","6","30"
"2944","10","eigen","100","500","0","0"
"2945","10","eigen","100","500","0","0"
"2946","10","eigen","100","500","0","0"
"2947","10","eigen","100","500","3","7"
"2949","10","eigen","100","500","5","13"
"2948","10","eigen","100","500","0","0"
"2950","10","eigen","100","500","4","37"
"2952","10","eigen","100","600","3","10"
"2951","10","eigen","100","600","4","15"
"2953","10","eigen","100","600","2","7"
"2954","10","eigen","100","600","2","2"
"2955","10","eigen","100","600","5","7"
"2957","10","eigen","100","600","2","2"
"2956","10","eigen","100","600","0","0"
"2958","10","eigen","100","600","0","0"
"2959","10","eigen","100","600","3","12"
"2960","10","eigen","100","600","2","2"
"2962","10","eigen","100","700","2","6"
"2961","10","eigen","100","700","3","5"
"2963","10","eigen","100","700","7","30"
"2964","10","eigen","100","700","5","19"
"2965","10","eigen","100","700","10","106"
"2967","10","eigen","100","700","8","35"
"2966","10","eigen","100","700","8","60"
"2969","10","eigen","100","700","4","26"
"2968","10","eigen","100","700","5","33"
"2970","10","eigen","100","700","0","0"
"2971","10","eigen","100","800","0","0"
"2972","10","eigen","100","800","4","9"
"2973","10","eigen","100","800","5","13"
"2974","10","eigen","100","800","5","20"
"2975","10","eigen","100","800","1","3"
"2976","10","eigen","100","800","4","6"
"2977","10","eigen","100","800","0","0"
"2978","10","eigen","100","800","5","30"
"2980","10","eigen","100","800","6","71"
"2979","10","eigen","100","800","0","0"
"2982","10","eigen","100","900","0","0"
"2981","10","eigen","100","900","0","0"
"2983","10","eigen","100","900","3","6"
"2984","10","eigen","100","900","4","11"
"2985","10","eigen","100","900","4","8"
"2986","10","eigen","100","900","2","4"
"2987","10","eigen","100","900","2","2"
"2989","10","eigen","100","900","1","1"
"2988","10","eigen","100","900","0","0"
"2937","10","close","100","1000","2","3"
"2990","10","eigen","100","900","6","37"
"2939","10","close","100","1000","3","8"
"2991","10","eigen","100","1000","7","33"
"2993","10","eigen","100","1000","1","1"
"2940","10","close","100","1000","2","6"
"2938","10","close","100","1000","8","144"
"2992","10","eigen","100","1000","8","187"
"2994","10","eigen","100","1000","9","40"
"2996","10","eigen","100","1000","3","7"
"2995","10","eigen","100","1000","1","1"
"2997","10","eigen","100","1000","3","8"
"2999","10","eigen","100","1000","3","6"
"2998","10","eigen","100","1000","3","21"
"3000","10","eigen","100","1000","4","19"
